ticker,company,ingested_at,trailing_pe,forward_pe,price_to_book,enterprise_to_ebitda,profit_margin,operating_margin,gross_margin,return_on_equity,return_on_assets,revenue_growth,earnings_growth,debt_to_equity,current_ratio,free_cashflow,total_revenue,total_debt,eps_trailing,eps_forward,book_value,market_cap,52w_high,52w_low,dividend_yield
HEROMOTOCO.NS,Hero MotoCorp,2026-03-18T06:14:28.141244,20.130133,18.52178,5.2167587,15.198,0.12258001,0.13035,0.33598,,,0.217,0.144,3.395,,,444027699200,7180700160,272.03,295.65192,1049.694,1095691599872,6388.5,3344.0,3.27
