ticker,company,ingested_at,trailing_pe,forward_pe,price_to_book,enterprise_to_ebitda,profit_margin,operating_margin,gross_margin,return_on_equity,return_on_assets,revenue_growth,earnings_growth,debt_to_equity,current_ratio,free_cashflow,total_revenue,total_debt,eps_trailing,eps_forward,book_value,market_cap,52w_high,52w_low,dividend_yield
M&M.NS,Mahindra & Mahindra,2026-03-19T05:07:11.584620,22.388445,21.466139,4.219441,13.477,0.08326,0.16723,0.38946,,,0.264,0.468,132.29,,,1888898121728,1297657364480,139.84,145.84831,741.994,3758440316928,3839.9,2425.0,0.79
