article_id,title,url,description,published_at,company_tags,source,source_quality,feed_url,ingested_at
8caa56ca3067cb8fe3bbab243b030091,"Maruti Suzuki shares in focus after receiving income tax notice worth Rs 5,786 crore",https://economictimes.indiatimes.com/markets/stocks/news/maruti-suzuki-shares-in-focus-after-receiving-income-tax-notice-worth-rs-5786-crore/articleshow/129646289.cms,"Maruti Suzuki shares will be in focus after the company received a Rs 5,786 crore income tax notice, though it plans to challenge the order. The stock has declined sharply in recent months despite steady sales growth and strong revenue performance, with mixed trends across segments and modest profit expansion in Q3.","Wed, 18 Mar 2026 08:53:58 +0530",Maruti Suzuki,economic_times,0.8,https://economictimes.indiatimes.com/markets/stocks/rssfeeds/2146842.cms,2026-03-18T08:36:41.793074
3235b7f3fee3adb0b74a2e7bd2bfb64f,"Stocks in news: Maruti Suzuki, Tata Steel, Varun Beverages, PNB, TCS",https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-maruti-suzuki-tata-steel-varun-beverages-pnb-tcs/articleshow/129637992.cms,"Markets saw a second consecutive day of recovery, driven by value buying and stable global cues, with analysts expecting a rebound towards 23,800-24,000. Several companies like Maruti Suzuki, Tata Steel, and TCS were in focus due to significant news, including stake sales, acquisitions, and expansion plans.","Wed, 18 Mar 2026 06:01:00 +0530",Maruti Suzuki,economic_times,0.8,https://economictimes.indiatimes.com/markets/stocks/rssfeeds/2146842.cms,2026-03-18T08:36:41.793074
