article_id,title,url,description,published_at,company_tags,source,source_quality,feed_url,ingested_at
d386c82ec9bbaa163a7bc6dd0e59ba29,"TCS, Infosys, Wipro and other IT stocks soar up to 4%. Here’s what’s triggering the surge",https://economictimes.indiatimes.com/markets/stocks/news/tcs-infosys-wipro-and-other-it-stocks-soar-up-to-4-heres-whats-triggering-the-surge/articleshow/129647288.cms,"IT stocks rallied up to 4% on Wednesday after CLSA retained its Outperform rating on key names, easing concerns around AI-led disruption that had sparked a sharp selloff last month. Coforge and Persistent led gains, rising over 4% each, while TCS, LTIMindtree, HCL Tech, Tech Mahindra and Wipro also posted strong advances.","Wed, 18 Mar 2026 10:05:31 +0530",Mahindra,economic_times,0.8,https://economictimes.indiatimes.com/markets/stocks/rssfeeds/2146842.cms,2026-03-18T06:19:51.854795
