ticker,date,open,high,low,close,volume,ingested_at,source
M&M.NS,2025-12-18,3600.0,3611.89990234375,3540.10009765625,3586.60009765625,2446168,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2025-12-19,3571.0,3615.0,3560.0,3603.60009765625,1647819,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2025-12-22,3600.0,3625.0,3576.89990234375,3616.699951171875,1400786,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2025-12-23,3619.199951171875,3637.5,3605.0,3625.10009765625,1413628,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2025-12-24,3624.60009765625,3658.0,3612.10009765625,3636.699951171875,842897,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2025-12-26,3636.699951171875,3647.0,3614.60009765625,3623.10009765625,829910,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2025-12-29,3622.699951171875,3640.199951171875,3588.10009765625,3592.10009765625,1034692,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2025-12-30,3590.0,3666.0,3575.199951171875,3660.300048828125,2063179,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2025-12-31,3653.0,3723.60009765625,3640.39990234375,3709.199951171875,1868363,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-01-01,3725.0,3774.0,3721.10009765625,3761.0,1498161,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-01-02,3759.89990234375,3812.0,3743.199951171875,3802.39990234375,1478292,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-01-05,3805.89990234375,3839.89990234375,3785.0,3790.300048828125,1574098,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-01-06,3788.0,3819.10009765625,3758.10009765625,3785.60009765625,1299489,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-01-07,3800.0,3808.60009765625,3718.5,3748.800048828125,1046776,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-01-08,3730.0,3756.800048828125,3693.199951171875,3724.0,1261005,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-01-09,3712.10009765625,3748.5,3667.10009765625,3677.300048828125,1235928,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-01-12,3675.300048828125,3717.0,3598.800048828125,3682.0,1665237,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-01-13,3717.0,3717.0,3631.5,3661.5,1700985,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-01-14,3663.0,3682.0,3635.10009765625,3649.5,1573135,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-01-15,3649.5,3649.5,3649.5,3649.5,0,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-01-16,3650.10009765625,3729.89990234375,3650.10009765625,3658.199951171875,2089943,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-01-19,3689.0,3689.0,3614.0,3657.39990234375,1715818,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-01-20,3646.0,3677.5,3540.0,3557.5,1753439,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-01-21,3543.0,3586.699951171875,3517.10009765625,3553.300048828125,1587467,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-01-22,3600.0,3620.0,3533.39990234375,3573.699951171875,2107171,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-01-23,3573.699951171875,3596.0,3534.800048828125,3543.39990234375,1922549,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-01-27,3437.199951171875,3497.699951171875,3344.10009765625,3393.5,7139715,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-01-28,3379.0,3456.89990234375,3376.0,3449.199951171875,3964878,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-01-29,3449.199951171875,3479.60009765625,3321.0,3384.39990234375,5592638,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-01-30,3283.0,3452.39990234375,3282.800048828125,3431.800048828125,5291090,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-02-02,3355.0,3472.10009765625,3343.699951171875,3463.199951171875,2950641,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-02-03,3638.0,3643.800048828125,3513.0,3527.89990234375,5492214,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-02-04,3549.0,3620.0,3519.10009765625,3574.0,2395062,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-02-05,3592.0,3598.800048828125,3528.10009765625,3572.0,1251428,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-02-06,3577.0,3590.0,3530.60009765625,3578.0,1462031,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-02-09,3593.800048828125,3619.10009765625,3557.10009765625,3609.60009765625,1294690,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-02-10,3616.300048828125,3699.0,3601.0,3675.800048828125,1917432,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-02-11,3704.699951171875,3787.0,3666.10009765625,3674.89990234375,4787745,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-02-12,3698.199951171875,3699.0,3582.199951171875,3593.10009765625,2554236,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-02-13,3530.0,3596.5,3520.300048828125,3533.39990234375,1632115,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-02-16,3535.0,3549.5,3469.0,3509.699951171875,1562001,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-02-17,3509.699951171875,3515.800048828125,3462.0,3489.199951171875,1991583,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-02-18,3491.10009765625,3545.0,3483.199951171875,3530.5,1682427,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-02-19,3534.89990234375,3546.5,3421.300048828125,3431.800048828125,2479531,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-02-20,3443.0,3449.89990234375,3402.5,3412.800048828125,2260853,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-02-23,3425.0,3457.60009765625,3416.89990234375,3447.10009765625,1789276,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-02-24,3415.0,3441.0,3390.0,3433.199951171875,1929400,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-02-25,3435.0,3500.89990234375,3425.39990234375,3491.300048828125,2273269,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-02-26,3505.0,3507.0,3461.60009765625,3484.60009765625,1998012,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-02-27,3460.0,3488.10009765625,3381.10009765625,3397.39990234375,3765500,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-03-02,3299.89990234375,3374.89990234375,3283.0,3334.300048828125,2997529,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-03-04,3240.0,3278.10009765625,3207.89990234375,3264.300048828125,4537215,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-03-05,3277.300048828125,3360.60009765625,3276.199951171875,3348.0,2304760,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-03-06,3315.0,3367.0,3315.0,3332.5,2084605,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-03-09,3250.0,3250.0,3142.89990234375,3187.60009765625,3961149,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-03-10,3278.0,3309.39990234375,3228.89990234375,3293.699951171875,2672336,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-03-11,3276.0,3292.89990234375,3156.0,3168.199951171875,4574950,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-03-12,3115.10009765625,3142.800048828125,3020.0,3031.199951171875,6968585,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-03-13,2965.0,3025.0,2922.60009765625,2931.10009765625,7217643,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-03-16,2902.0,3043.699951171875,2896.0,3036.10009765625,5378638,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-03-17,3052.0,3139.300048828125,3024.5,3128.89990234375,3491894,2026-03-18T06:11:24.650611+00:00,yfinance
M&M.NS,2026-03-18,,,,,1745604,2026-03-18T06:11:24.650611+00:00,yfinance
